movie_id,title,keyword
20455,Digimon: The Movie,internet
20455,Digimon: The Movie,based on video game
20455,Digimon: The Movie,giant egg
20455,Digimon: The Movie,animal trainer
20455,Digimon: The Movie,superhero kids
20455,Digimon: The Movie,anime
13193,Saved!,christianity
13193,Saved!,gay
13193,Saved!,coming out
13193,Saved!,independent film
13193,Saved!,coming of age
13193,Saved!,lgbt child
11042,The Barbarian Invasions,father son relationship
11042,The Barbarian Invasions,socialism
11042,The Barbarian Invasions,yuppie
11042,The Barbarian Invasions,professor
11042,The Barbarian Invasions,dying and death
11042,The Barbarian Invasions,cancer
11042,The Barbarian Invasions,money
11042,The Barbarian Invasions,university
11042,The Barbarian Invasions,illness
11042,The Barbarian Invasions,dying
11042,The Barbarian Invasions,family conflict
11042,The Barbarian Invasions,friend
10786,Robin and Marian,england
10786,Robin and Marian,crusade
10786,Robin and Marian,robin hood
10786,Robin and Marian,king richard
12484,The Forsaken,vampire
12484,The Forsaken,full moon
12484,The Forsaken,poster
12484,The Forsaken,hitchhiker
12484,The Forsaken,homoeroticism
12484,The Forsaken,newspaper headline
12484,The Forsaken,vampire slayer
12484,The Forsaken,switchblade
12484,The Forsaken,gun in mouth
12484,The Forsaken,film canister
12484,The Forsaken,playing chicken
12484,The Forsaken,blood sucking
12484,The Forsaken,traffic violation
12484,The Forsaken,virus
17339,Force 10 from Navarone,gun
17339,Force 10 from Navarone,traitor
17339,Force 10 from Navarone,nazis
17339,Force 10 from Navarone,bridge
17339,Force 10 from Navarone,major
17339,Force 10 from Navarone,colonel
17339,Force 10 from Navarone,blood
17339,Force 10 from Navarone,sergeant
17339,Force 10 from Navarone,battle
17339,Force 10 from Navarone,partisan
17339,Force 10 from Navarone,woman
17339,Force 10 from Navarone,task force
17339,Force 10 from Navarone,keith mallory
11959,UHF,loser
11959,UHF,tv station
11959,UHF,game show
11959,UHF,tv star
11959,UHF,music video
11959,UHF,satire
11959,UHF,cult film
11959,UHF,indiana jones spoof scene
11959,UHF,music spoof
9900,Grandma's Boy,video game
9900,Grandma's Boy,grandmother grandson relationship
9900,Grandma's Boy,man child
9900,Grandma's Boy,stoner
9900,Grandma's Boy,game tester
14662,Slums of Beverly Hills,sex
14662,Slums of Beverly Hills,independent film
14662,Slums of Beverly Hills,moving
14662,Slums of Beverly Hills,beverly hills
14662,Slums of Beverly Hills,woman director
14662,Slums of Beverly Hills,nursing school
14662,Slums of Beverly Hills,nomad
335,Once Upon a Time in the West,showdown
335,Once Upon a Time in the West,bounty
335,Once Upon a Time in the West,bounty hunter
335,Once Upon a Time in the West,loss of brother
335,Once Upon a Time in the West,sadness
335,Once Upon a Time in the West,blackmail
335,Once Upon a Time in the West,harmonica
335,Once Upon a Time in the West,anti hero
335,Once Upon a Time in the West,auction
335,Once Upon a Time in the West,dying and death
335,Once Upon a Time in the West,peasant
335,Once Upon a Time in the West,insanity
335,Once Upon a Time in the West,spaghetti western
17431,Moon,moon
17431,Moon,artificial intelligence
17431,Moon,clone
17431,Moon,isolation
17431,Moon,future
17431,Moon,dystopia
17431,Moon,space
17431,Moon,cloning
17431,Moon,moon base
21014,Keeping Up with the Steins,bar mitvah
21014,Keeping Up with the Steins,party
21014,Keeping Up with the Steins,independent film
78394,Sea Rex 3D: Journey to a Prehistoric World,prehistoric
78394,Sea Rex 3D: Journey to a Prehistoric World,dinosaur
78394,Sea Rex 3D: Journey to a Prehistoric World,imax
78394,Sea Rex 3D: Journey to a Prehistoric World,underwater scene
78394,Sea Rex 3D: Journey to a Prehistoric World,3d
78394,Sea Rex 3D: Journey to a Prehistoric World,short
10217,The Sweet Hereafter,canada
10217,The Sweet Hereafter,suffering
10217,The Sweet Hereafter,village
10217,The Sweet Hereafter,paralysis
10217,The Sweet Hereafter,independent film
10217,The Sweet Hereafter,lawyer
10217,The Sweet Hereafter,school bus
10217,The Sweet Hereafter,vehicular accident
46332,Of Gods and Men,monk
46332,Of Gods and Men,sunrise
46332,Of Gods and Men,medicine
46332,Of Gods and Men,hostage
46332,Of Gods and Men,evacuation
46332,Of Gods and Men,koran
46332,Of Gods and Men,protection
46332,Of Gods and Men,french
46332,Of Gods and Men,community
46332,Of Gods and Men,peace
46332,Of Gods and Men,faith
46332,Of Gods and Men,based on true story
46332,Of Gods and Men,religion
46332,Of Gods and Men,terrorism
13996,Bottle Shock,wine garden
13996,Bottle Shock,wine
13996,Bottle Shock,winzer
3028,Jekyll and Hyde ... Together Again,double life
3028,Jekyll and Hyde ... Together Again,musical
3028,Jekyll and Hyde ... Together Again,jekyll and hyde
1024,Heavenly Creatures,mother
1024,Heavenly Creatures,sex
1024,Heavenly Creatures,secret
1024,Heavenly Creatures,obsession
1024,Heavenly Creatures,literature
1024,Heavenly Creatures,nudity
1024,Heavenly Creatures,fantasy
1024,Heavenly Creatures,passion
1024,Heavenly Creatures,love
1024,Heavenly Creatures,friends
1024,Heavenly Creatures,murder
1024,Heavenly Creatures,independent film
1024,Heavenly Creatures,lesbian
1024,Heavenly Creatures,true
1024,Heavenly Creatures,relationship
343795,90 Minutes in Heaven,hospital
343795,90 Minutes in Heaven,church
45658,Everything Must Go,alcohol
45658,Everything Must Go,arizona
45658,Everything Must Go,beer
